timestamp_ms,acc_x_g,acc_y_g,acc_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,label
2570108,0.9472,0.0779,0.0496,-11.8364,-1.3283,2.3272,gesture_recognition
2570128,0.9985,0.0618,-0.0879,-13.0425,0.3664,2.4952,gesture_recognition
2570148,0.9909,0.0439,-0.0637,-15.1571,-0.5726,2.2356,gesture_recognition
2570168,1.0036,0.0708,0.0259,-14.5616,-1.2062,2.1898,gesture_recognition
2570188,1.0141,0.0547,0.0628,-8.6380,-0.5420,1.4188,gesture_recognition
2570208,1.0400,0.0471,-0.0771,-2.7372,0.9541,0.3959,gesture_recognition
2570228,1.0039,0.0510,-0.0202,-1.0349,1.1068,0.2585,gesture_recognition
2570248,0.9946,0.0032,0.0113,0.0185,-0.1069,-0.0545,gesture_recognition
2570268,1.0014,0.0027,0.0120,-0.2487,-0.7863,0.0829,gesture_recognition
2570288,1.0444,-0.0085,-0.0471,-4.1494,2.2900,0.4417,gesture_recognition
2570308,1.0034,0.0176,0.1077,-5.1265,0.0686,0.6784,gesture_recognition
2570328,1.0183,0.0076,0.0044,-1.8975,0.1068,0.0906,gesture_recognition
2570348,1.0134,0.0061,0.0132,-0.1265,0.4427,-0.1613,gesture_recognition
2570368,0.9995,0.0132,0.0142,0.0185,-0.1069,-0.0163,gesture_recognition
2570388,1.0065,0.0039,0.0147,-0.1113,-0.0917,-0.0392,gesture_recognition
2570408,1.0021,0.0042,0.0098,-0.0196,0.7633,0.1593,gesture_recognition
2570428,0.9999,0.0054,0.0147,0.2552,1.3587,-0.0239,gesture_recognition
2570448,0.9587,-0.0198,0.0376,4.1712,-3.5115,-0.4209,gesture_recognition
2570468,0.9890,0.0049,0.0162,3.5071,-0.8856,-0.2682,gesture_recognition
2570488,0.9997,0.0100,0.0142,4.7513,-0.3741,-0.5506,gesture_recognition
2570508,0.9831,0.0247,-0.0576,6.3544,-1.7634,-0.6346,gesture_recognition
2570528,1.0063,0.0100,-0.2014,5.5376,0.8396,-0.6651,gesture_recognition
2570548,0.9746,0.0444,-0.1889,0.7437,-0.4504,0.0448,gesture_recognition
2570568,1.0444,0.0051,-0.0730,0.6521,0.0076,0.1822,gesture_recognition
2570588,0.9726,0.0855,-0.3379,-1.6838,0.3358,0.6784,gesture_recognition
2570608,0.9758,-0.0264,-0.2099,-16.4013,-1.0230,2.2738,gesture_recognition
2570628,1.0324,-0.0532,0.1319,-16.9357,0.7175,0.2891,gesture_recognition
2570648,1.1152,-0.0264,-0.1740,-5.7219,8.4274,1.0295,gesture_recognition
2570668,0.8449,0.0183,-0.2070,-8.7677,1.8167,1.8845,gesture_recognition
2570688,1.0148,-0.0239,-0.2778,-14.9433,-5.2443,1.5257,gesture_recognition
2570708,1.0185,0.0073,0.0047,-24.7219,2.9236,5.0142,gesture_recognition
2570728,1.0656,0.0090,0.1031,-9.0654,-4.1298,1.4036,gesture_recognition
2570748,1.1972,0.0103,0.0413,4.4536,1.8625,-1.2224,gesture_recognition
2570768,1.0219,-0.0254,-0.1045,9.1483,2.6946,-4.4819,gesture_recognition
2570788,0.7280,0.0781,-0.2988,-11.1189,0.9694,1.8692,gesture_recognition
2570808,0.7053,-0.0366,0.1233,-36.1265,2.6793,5.0906,gesture_recognition
2570828,0.9404,0.0447,0.0384,-44.0731,-1.2443,6.3578,gesture_recognition
2570848,0.9323,0.0083,0.3208,-22.2868,-4.8474,1.6326,gesture_recognition
2570868,1.2053,-0.0217,0.3724,-0.5464,-3.7558,-2.9858,gesture_recognition
2570888,1.1955,-0.0044,-0.1992,3.4384,1.3969,-1.1766,gesture_recognition
2570908,1.0852,-0.0339,-0.3352,-17.1342,3.8167,-1.2300,gesture_recognition
2570928,0.9086,0.0713,-0.2434,-30.6685,-2.0382,5.1058,gesture_recognition
2570948,0.8464,-0.0295,0.4058,-26.1800,-7.5878,5.4723,gesture_recognition
2570968,1.0563,-0.0100,0.2527,-12.8746,-1.7176,0.4188,gesture_recognition
2570988,1.0283,-0.0537,0.3179,2.7284,0.2595,-3.1461,gesture_recognition
2571008,1.0048,-0.0847,-0.0195,-3.3021,4.3053,-0.1155,gesture_recognition
2571028,0.9982,-0.0129,-0.1452,-3.5845,4.4809,1.4265,gesture_recognition
2571048,0.9194,-0.0474,0.4197,1.4002,-8.8932,2.1669,gesture_recognition
